,Date,unique_id,visits,CPI,Inflation_Rate,GDP,static_1,static_2,static_3,static_4
24566,2016-05-01,BDFOth,0.0,109.1,0.013,1207580000000.0,B,D,F,Oth
24567,2016-06-01,BDFOth,0.0,109.1,0.013,1207580000000.0,B,D,F,Oth
24568,2016-07-01,BDFOth,0.0,109.1,0.013,1207580000000.0,B,D,F,Oth
24569,2016-08-01,BDFOth,0.0,109.1,0.013,1207580000000.0,B,D,F,Oth
24570,2016-09-01,BDFOth,0.0,109.1,0.013,1207580000000.0,B,D,F,Oth
24571,2016-10-01,BDFOth,0.0,109.1,0.013,1207580000000.0,B,D,F,Oth
24572,2016-11-01,BDFOth,0.0,109.1,0.013,1207580000000.0,B,D,F,Oth
24573,2016-12-01,BDFOth,0.5018711,109.1,0.013,1207580000000.0,B,D,F,Oth
24574,1998-01-01,BEAHol,5.4443973,67.4,0.009,399674000000.0,B,E,A,Hol
24575,1998-02-01,BEAHol,0.0,67.4,0.009,399674000000.0,B,E,A,Hol
24576,1998-03-01,BEAHol,0.0,67.4,0.009,399674000000.0,B,E,A,Hol
24577,1998-04-01,BEAHol,0.0,67.4,0.009,399674000000.0,B,E,A,Hol
24578,1998-05-01,BEAHol,10.0081098,67.4,0.009,399674000000.0,B,E,A,Hol
24579,1998-06-01,BEAHol,19.7336867,67.4,0.009,399674000000.0,B,E,A,Hol
24580,1998-07-01,BEAHol,12.0015401,67.4,0.009,399674000000.0,B,E,A,Hol
24581,1998-08-01,BEAHol,16.709196,67.4,0.009,399674000000.0,B,E,A,Hol
24582,1998-09-01,BEAHol,4.5460014,67.4,0.009,399674000000.0,B,E,A,Hol
24583,1998-10-01,BEAHol,0.0,67.4,0.009,399674000000.0,B,E,A,Hol
24584,1998-11-01,BEAHol,2.692299,67.4,0.009,399674000000.0,B,E,A,Hol
24585,1998-12-01,BEAHol,8.6352532,67.4,0.009,399674000000.0,B,E,A,Hol
24586,1999-01-01,BEAHol,35.0875046,68.4,0.015,389652000000.0,B,E,A,Hol
24587,1999-02-01,BEAHol,4.0065989,68.4,0.015,389652000000.0,B,E,A,Hol
24588,1999-03-01,BEAHol,11.4515897,68.4,0.015,389652000000.0,B,E,A,Hol
24589,1999-04-01,BEAHol,1.6126428,68.4,0.015,389652000000.0,B,E,A,Hol
24590,1999-05-01,BEAHol,17.5268136,68.4,0.015,389652000000.0,B,E,A,Hol
24591,1999-06-01,BEAHol,0.0,68.4,0.015,389652000000.0,B,E,A,Hol
24592,1999-07-01,BEAHol,19.0799462,68.4,0.015,389652000000.0,B,E,A,Hol
24593,1999-08-01,BEAHol,0.779697,68.4,0.015,389652000000.0,B,E,A,Hol
24594,1999-09-01,BEAHol,6.5626476,68.4,0.015,389652000000.0,B,E,A,Hol
24595,1999-10-01,BEAHol,4.5212785,68.4,0.015,389652000000.0,B,E,A,Hol
24596,1999-11-01,BEAHol,14.6484653,68.4,0.015,389652000000.0,B,E,A,Hol
24597,1999-12-01,BEAHol,0.0,68.4,0.015,389652000000.0,B,E,A,Hol
24598,2000-01-01,BEAHol,7.4787108,71.5,0.045,416168000000.0,B,E,A,Hol
24599,2000-02-01,BEAHol,0.0,71.5,0.045,416168000000.0,B,E,A,Hol
24600,2000-03-01,BEAHol,4.1543651,71.5,0.045,416168000000.0,B,E,A,Hol
24601,2000-04-01,BEAHol,1.7123265,71.5,0.045,416168000000.0,B,E,A,Hol
24602,2000-05-01,BEAHol,0.0,71.5,0.045,416168000000.0,B,E,A,Hol
24603,2000-06-01,BEAHol,1.2776765,71.5,0.045,416168000000.0,B,E,A,Hol
24604,2000-07-01,BEAHol,1.7540595,71.5,0.045,416168000000.0,B,E,A,Hol
24605,2000-08-01,BEAHol,4.9430534,71.5,0.045,416168000000.0,B,E,A,Hol
24606,2000-09-01,BEAHol,8.1870442,71.5,0.045,416168000000.0,B,E,A,Hol
24607,2000-10-01,BEAHol,1.5274958,71.5,0.045,416168000000.0,B,E,A,Hol
24608,2000-11-01,BEAHol,9.10002,71.5,0.045,416168000000.0,B,E,A,Hol
24609,2000-12-01,BEAHol,1.5226986,71.5,0.045,416168000000.0,B,E,A,Hol
24610,2001-01-01,BEAHol,0.0,74.6,0.044,379629000000.0,B,E,A,Hol
24611,2001-02-01,BEAHol,0.0,74.6,0.044,379629000000.0,B,E,A,Hol
24612,2001-03-01,BEAHol,0.0,74.6,0.044,379629000000.0,B,E,A,Hol
24613,2001-04-01,BEAHol,37.346869,74.6,0.044,379629000000.0,B,E,A,Hol
24614,2001-05-01,BEAHol,0.0,74.6,0.044,379629000000.0,B,E,A,Hol
24615,2001-06-01,BEAHol,4.8041486,74.6,0.044,379629000000.0,B,E,A,Hol
24616,2001-07-01,BEAHol,9.2385323,74.6,0.044,379629000000.0,B,E,A,Hol
24617,2001-08-01,BEAHol,0.0,74.6,0.044,379629000000.0,B,E,A,Hol
24618,2001-09-01,BEAHol,6.57565,74.6,0.044,379629000000.0,B,E,A,Hol
24619,2001-10-01,BEAHol,10.5146549,74.6,0.044,379629000000.0,B,E,A,Hol
24620,2001-11-01,BEAHol,0.0,74.6,0.044,379629000000.0,B,E,A,Hol
24621,2001-12-01,BEAHol,3.3344509,74.6,0.044,379629000000.0,B,E,A,Hol
24622,2002-01-01,BEAHol,2.0653529,76.9,0.03,395789000000.0,B,E,A,Hol
24623,2002-02-01,BEAHol,4.2506876,76.9,0.03,395789000000.0,B,E,A,Hol
24624,2002-03-01,BEAHol,0.0,76.9,0.03,395789000000.0,B,E,A,Hol
24625,2002-04-01,BEAHol,0.8382234,76.9,0.03,395789000000.0,B,E,A,Hol
24626,2002-05-01,BEAHol,0.0,76.9,0.03,395789000000.0,B,E,A,Hol
24627,2002-06-01,BEAHol,3.0725804,76.9,0.03,395789000000.0,B,E,A,Hol
24628,2002-07-01,BEAHol,4.7646295,76.9,0.03,395789000000.0,B,E,A,Hol
24629,2002-08-01,BEAHol,6.3650624,76.9,0.03,395789000000.0,B,E,A,Hol
24630,2002-09-01,BEAHol,3.3012952,76.9,0.03,395789000000.0,B,E,A,Hol
24631,2002-10-01,BEAHol,10.6142795,76.9,0.03,395789000000.0,B,E,A,Hol
24632,2002-11-01,BEAHol,10.0423123,76.9,0.03,395789000000.0,B,E,A,Hol
24633,2002-12-01,BEAHol,1.570473,76.9,0.03,395789000000.0,B,E,A,Hol
24634,2003-01-01,BEAHol,4.8250592,78.9,0.027,467739000000.0,B,E,A,Hol
24635,2003-02-01,BEAHol,0.0,78.9,0.027,467739000000.0,B,E,A,Hol
24636,2003-03-01,BEAHol,0.0,78.9,0.027,467739000000.0,B,E,A,Hol
24637,2003-04-01,BEAHol,1.2767051,78.9,0.027,467739000000.0,B,E,A,Hol
24638,2003-05-01,BEAHol,0.0,78.9,0.027,467739000000.0,B,E,A,Hol
24639,2003-06-01,BEAHol,0.0,78.9,0.027,467739000000.0,B,E,A,Hol
24640,2003-07-01,BEAHol,7.43664,78.9,0.027,467739000000.0,B,E,A,Hol
24641,2003-08-01,BEAHol,4.1077132,78.9,0.027,467739000000.0,B,E,A,Hol
24642,2003-09-01,BEAHol,0.0,78.9,0.027,467739000000.0,B,E,A,Hol
24643,2003-10-01,BEAHol,0.0,78.9,0.027,467739000000.0,B,E,A,Hol
24644,2003-11-01,BEAHol,7.6899136,78.9,0.027,467739000000.0,B,E,A,Hol
24645,2003-12-01,BEAHol,0.0,78.9,0.027,467739000000.0,B,E,A,Hol
24646,2004-01-01,BEAHol,6.5100636,80.8,0.023,614660000000.0,B,E,A,Hol
24647,2004-02-01,BEAHol,0.0,80.8,0.023,614660000000.0,B,E,A,Hol
24648,2004-03-01,BEAHol,0.0,80.8,0.023,614660000000.0,B,E,A,Hol
24649,2004-04-01,BEAHol,12.8961217,80.8,0.023,614660000000.0,B,E,A,Hol
24650,2004-05-01,BEAHol,16.2775456,80.8,0.023,614660000000.0,B,E,A,Hol
24651,2004-06-01,BEAHol,0.0,80.8,0.023,614660000000.0,B,E,A,Hol
24652,2004-07-01,BEAHol,13.2672866,80.8,0.023,614660000000.0,B,E,A,Hol
24653,2004-08-01,BEAHol,0.0,80.8,0.023,614660000000.0,B,E,A,Hol
24654,2004-09-01,BEAHol,0.0,80.8,0.023,614660000000.0,B,E,A,Hol
24655,2004-10-01,BEAHol,1.8994349,80.8,0.023,614660000000.0,B,E,A,Hol
24656,2004-11-01,BEAHol,3.7718667,80.8,0.023,614660000000.0,B,E,A,Hol
24657,2004-12-01,BEAHol,6.2940225,80.8,0.023,614660000000.0,B,E,A,Hol
24658,2005-01-01,BEAHol,0.0,83.0,0.027,695693000000.0,B,E,A,Hol
24659,2005-02-01,BEAHol,1.6070565,83.0,0.027,695693000000.0,B,E,A,Hol
24660,2005-03-01,BEAHol,4.9600626,83.0,0.027,695693000000.0,B,E,A,Hol
24661,2005-04-01,BEAHol,20.2371467,83.0,0.027,695693000000.0,B,E,A,Hol
24662,2005-05-01,BEAHol,0.6568301,83.0,0.027,695693000000.0,B,E,A,Hol
24663,2005-06-01,BEAHol,33.1892844,83.0,0.027,695693000000.0,B,E,A,Hol
24664,2005-07-01,BEAHol,0.0,83.0,0.027,695693000000.0,B,E,A,Hol
24665,2005-08-01,BEAHol,2.014015,83.0,0.027,695693000000.0,B,E,A,Hol
24666,2005-09-01,BEAHol,3.6636842,83.0,0.027,695693000000.0,B,E,A,Hol
24667,2005-10-01,BEAHol,6.4395717,83.0,0.027,695693000000.0,B,E,A,Hol
24668,2005-11-01,BEAHol,0.0,83.0,0.027,695693000000.0,B,E,A,Hol
24669,2005-12-01,BEAHol,4.5555066,83.0,0.027,695693000000.0,B,E,A,Hol
24670,2006-01-01,BEAHol,17.596536,85.9,0.036,748418000000.0,B,E,A,Hol
24671,2006-02-01,BEAHol,4.317217,85.9,0.036,748418000000.0,B,E,A,Hol
24672,2006-03-01,BEAHol,1.289928,85.9,0.036,748418000000.0,B,E,A,Hol
24673,2006-04-01,BEAHol,3.371527,85.9,0.036,748418000000.0,B,E,A,Hol
24674,2006-05-01,BEAHol,21.594608,85.9,0.036,748418000000.0,B,E,A,Hol
24675,2006-06-01,BEAHol,7.464286,85.9,0.036,748418000000.0,B,E,A,Hol
24676,2006-07-01,BEAHol,0.0,85.9,0.036,748418000000.0,B,E,A,Hol
24677,2006-08-01,BEAHol,0.0,85.9,0.036,748418000000.0,B,E,A,Hol
24678,2006-09-01,BEAHol,0.913994,85.9,0.036,748418000000.0,B,E,A,Hol
24679,2006-10-01,BEAHol,3.094009,85.9,0.036,748418000000.0,B,E,A,Hol
24680,2006-11-01,BEAHol,4.912532,85.9,0.036,748418000000.0,B,E,A,Hol
24681,2006-12-01,BEAHol,0.0,85.9,0.036,748418000000.0,B,E,A,Hol
24682,2007-01-01,BEAHol,2.3609213,87.9,0.023,855007000000.0,B,E,A,Hol
24683,2007-02-01,BEAHol,0.0,87.9,0.023,855007000000.0,B,E,A,Hol
24684,2007-03-01,BEAHol,0.0,87.9,0.023,855007000000.0,B,E,A,Hol
24685,2007-04-01,BEAHol,4.1406498,87.9,0.023,855007000000.0,B,E,A,Hol
24686,2007-05-01,BEAHol,1.0292675,87.9,0.023,855007000000.0,B,E,A,Hol
24687,2007-06-01,BEAHol,0.0,87.9,0.023,855007000000.0,B,E,A,Hol
24688,2007-07-01,BEAHol,0.0,87.9,0.023,855007000000.0,B,E,A,Hol
24689,2007-08-01,BEAHol,0.0,87.9,0.023,855007000000.0,B,E,A,Hol
24690,2007-09-01,BEAHol,1.5333935,87.9,0.023,855007000000.0,B,E,A,Hol
24691,2007-10-01,BEAHol,28.6498225,87.9,0.023,855007000000.0,B,E,A,Hol
24692,2007-11-01,BEAHol,0.0,87.9,0.023,855007000000.0,B,E,A,Hol
24693,2007-12-01,BEAHol,0.0,87.9,0.023,855007000000.0,B,E,A,Hol
24694,2008-01-01,BEAHol,0.0,91.8,0.044,1056110000000.0,B,E,A,Hol
24695,2008-02-01,BEAHol,7.9481753,91.8,0.044,1056110000000.0,B,E,A,Hol
24696,2008-03-01,BEAHol,6.4719189,91.8,0.044,1056110000000.0,B,E,A,Hol
24697,2008-04-01,BEAHol,8.6773698,91.8,0.044,1056110000000.0,B,E,A,Hol
24698,2008-05-01,BEAHol,0.0,91.8,0.044,1056110000000.0,B,E,A,Hol
24699,2008-06-01,BEAHol,0.0,91.8,0.044,1056110000000.0,B,E,A,Hol
24700,2008-07-01,BEAHol,7.014294,91.8,0.044,1056110000000.0,B,E,A,Hol
24701,2008-08-01,BEAHol,4.8856721,91.8,0.044,1056110000000.0,B,E,A,Hol
24702,2008-09-01,BEAHol,7.2601893,91.8,0.044,1056110000000.0,B,E,A,Hol
24703,2008-10-01,BEAHol,1.1046295,91.8,0.044,1056110000000.0,B,E,A,Hol
24704,2008-11-01,BEAHol,0.0,91.8,0.044,1056110000000.0,B,E,A,Hol
24705,2008-12-01,BEAHol,1.2980609,91.8,0.044,1056110000000.0,B,E,A,Hol
24706,2009-01-01,BEAHol,3.0646549,93.4,0.018,928762000000.0,B,E,A,Hol
24707,2009-02-01,BEAHol,2.4038575,93.4,0.018,928762000000.0,B,E,A,Hol
24708,2009-03-01,BEAHol,0.0,93.4,0.018,928762000000.0,B,E,A,Hol
24709,2009-04-01,BEAHol,0.0,93.4,0.018,928762000000.0,B,E,A,Hol
24710,2009-05-01,BEAHol,4.3417276,93.4,0.018,928762000000.0,B,E,A,Hol
24711,2009-06-01,BEAHol,0.0,93.4,0.018,928762000000.0,B,E,A,Hol
24712,2009-07-01,BEAHol,14.7996745,93.4,0.018,928762000000.0,B,E,A,Hol
24713,2009-08-01,BEAHol,6.139905,93.4,0.018,928762000000.0,B,E,A,Hol
24714,2009-09-01,BEAHol,10.4459068,93.4,0.018,928762000000.0,B,E,A,Hol
24715,2009-10-01,BEAHol,38.4156288,93.4,0.018,928762000000.0,B,E,A,Hol
24716,2009-11-01,BEAHol,2.8287572,93.4,0.018,928762000000.0,B,E,A,Hol
24717,2009-12-01,BEAHol,0.0,93.4,0.018,928762000000.0,B,E,A,Hol
24718,2010-01-01,BEAHol,8.0063176,96.1,0.029,1148890000000.0,B,E,A,Hol
24719,2010-02-01,BEAHol,2.892058,96.1,0.029,1148890000000.0,B,E,A,Hol
24720,2010-03-01,BEAHol,0.7938045,96.1,0.029,1148890000000.0,B,E,A,Hol
24721,2010-04-01,BEAHol,1.4996869,96.1,0.029,1148890000000.0,B,E,A,Hol
24722,2010-05-01,BEAHol,13.800219,96.1,0.029,1148890000000.0,B,E,A,Hol
24723,2010-06-01,BEAHol,14.101042,96.1,0.029,1148890000000.0,B,E,A,Hol
24724,2010-07-01,BEAHol,11.6135419,96.1,0.029,1148890000000.0,B,E,A,Hol
24725,2010-08-01,BEAHol,0.0,96.1,0.029,1148890000000.0,B,E,A,Hol
24726,2010-09-01,BEAHol,2.1397541,96.1,0.029,1148890000000.0,B,E,A,Hol
24727,2010-10-01,BEAHol,8.7891754,96.1,0.029,1148890000000.0,B,E,A,Hol
24728,2010-11-01,BEAHol,26.2272083,96.1,0.029,1148890000000.0,B,E,A,Hol
24729,2010-12-01,BEAHol,0.0,96.1,0.029,1148890000000.0,B,E,A,Hol
24730,2011-01-01,BEAHol,1.5591366,99.3,0.033,1398700000000.0,B,E,A,Hol
24731,2011-02-01,BEAHol,12.8358424,99.3,0.033,1398700000000.0,B,E,A,Hol
24732,2011-03-01,BEAHol,10.65549,99.3,0.033,1398700000000.0,B,E,A,Hol
24733,2011-04-01,BEAHol,10.5197085,99.3,0.033,1398700000000.0,B,E,A,Hol
24734,2011-05-01,BEAHol,0.0,99.3,0.033,1398700000000.0,B,E,A,Hol
24735,2011-06-01,BEAHol,2.418657,99.3,0.033,1398700000000.0,B,E,A,Hol
24736,2011-07-01,BEAHol,16.144799,99.3,0.033,1398700000000.0,B,E,A,Hol
24737,2011-08-01,BEAHol,9.9978729,99.3,0.033,1398700000000.0,B,E,A,Hol
24738,2011-09-01,BEAHol,2.9118793,99.3,0.033,1398700000000.0,B,E,A,Hol
24739,2011-10-01,BEAHol,15.2891626,99.3,0.033,1398700000000.0,B,E,A,Hol
24740,2011-11-01,BEAHol,1.3852875,99.3,0.033,1398700000000.0,B,E,A,Hol
24741,2011-12-01,BEAHol,29.007091,99.3,0.033,1398700000000.0,B,E,A,Hol
24742,2012-01-01,BEAHol,13.9884878,101.0,0.018,1547650000000.0,B,E,A,Hol
24743,2012-02-01,BEAHol,0.0,101.0,0.018,1547650000000.0,B,E,A,Hol
24744,2012-03-01,BEAHol,1.4911725,101.0,0.018,1547650000000.0,B,E,A,Hol
24745,2012-04-01,BEAHol,19.8556933,101.0,0.018,1547650000000.0,B,E,A,Hol
24746,2012-05-01,BEAHol,1.6439727,101.0,0.018,1547650000000.0,B,E,A,Hol
24747,2012-06-01,BEAHol,5.4923119,101.0,0.018,1547650000000.0,B,E,A,Hol
24748,2012-07-01,BEAHol,5.2227066,101.0,0.018,1547650000000.0,B,E,A,Hol
24749,2012-08-01,BEAHol,3.4166375,101.0,0.018,1547650000000.0,B,E,A,Hol
24750,2012-09-01,BEAHol,5.5360302,101.0,0.018,1547650000000.0,B,E,A,Hol
24751,2012-10-01,BEAHol,6.2993074,101.0,0.018,1547650000000.0,B,E,A,Hol
24752,2012-11-01,BEAHol,5.8493132,101.0,0.018,1547650000000.0,B,E,A,Hol
24753,2012-12-01,BEAHol,0.0,101.0,0.018,1547650000000.0,B,E,A,Hol
24754,2013-01-01,BEAHol,5.0766373,103.5,0.024,1577300000000.0,B,E,A,Hol
24755,2013-02-01,BEAHol,3.3657401,103.5,0.024,1577300000000.0,B,E,A,Hol
24756,2013-03-01,BEAHol,8.7258654,103.5,0.024,1577300000000.0,B,E,A,Hol
24757,2013-04-01,BEAHol,5.9604305,103.5,0.024,1577300000000.0,B,E,A,Hol
24758,2013-05-01,BEAHol,0.8874697,103.5,0.024,1577300000000.0,B,E,A,Hol
24759,2013-06-01,BEAHol,30.1969678,103.5,0.024,1577300000000.0,B,E,A,Hol
24760,2013-07-01,BEAHol,0.0,103.5,0.024,1577300000000.0,B,E,A,Hol
24761,2013-08-01,BEAHol,2.6013516,103.5,0.024,1577300000000.0,B,E,A,Hol
24762,2013-09-01,BEAHol,0.7545346,103.5,0.024,1577300000000.0,B,E,A,Hol
24763,2013-10-01,BEAHol,6.9218056,103.5,0.024,1577300000000.0,B,E,A,Hol
24764,2013-11-01,BEAHol,8.0652115,103.5,0.024,1577300000000.0,B,E,A,Hol
24765,2013-12-01,BEAHol,0.0,103.5,0.024,1577300000000.0,B,E,A,Hol
24766,2014-01-01,BEAHol,37.2028437,106.1,0.025,1468600000000.0,B,E,A,Hol
24767,2014-02-01,BEAHol,1.166372,106.1,0.025,1468600000000.0,B,E,A,Hol
24768,2014-03-01,BEAHol,20.1982051,106.1,0.025,1468600000000.0,B,E,A,Hol
24769,2014-04-01,BEAHol,14.7960323,106.1,0.025,1468600000000.0,B,E,A,Hol
24770,2014-05-01,BEAHol,26.5246119,106.1,0.025,1468600000000.0,B,E,A,Hol
24771,2014-06-01,BEAHol,3.9696754,106.1,0.025,1468600000000.0,B,E,A,Hol
24772,2014-07-01,BEAHol,2.1025804,106.1,0.025,1468600000000.0,B,E,A,Hol
24773,2014-08-01,BEAHol,0.0,106.1,0.025,1468600000000.0,B,E,A,Hol
24774,2014-09-01,BEAHol,8.9690422,106.1,0.025,1468600000000.0,B,E,A,Hol
24775,2014-10-01,BEAHol,6.9497452,106.1,0.025,1468600000000.0,B,E,A,Hol
24776,2014-11-01,BEAHol,16.0382222,106.1,0.025,1468600000000.0,B,E,A,Hol
24777,2014-12-01,BEAHol,5.8396277,106.1,0.025,1468600000000.0,B,E,A,Hol
24778,2015-01-01,BEAHol,0.0,107.7,0.015,1351770000000.0,B,E,A,Hol
24779,2015-02-01,BEAHol,0.0,107.7,0.015,1351770000000.0,B,E,A,Hol
24780,2015-03-01,BEAHol,43.1290621,107.7,0.015,1351770000000.0,B,E,A,Hol
24781,2015-04-01,BEAHol,16.6612522,107.7,0.015,1351770000000.0,B,E,A,Hol
24782,2015-05-01,BEAHol,8.3992226,107.7,0.015,1351770000000.0,B,E,A,Hol
24783,2015-06-01,BEAHol,1.9139574,107.7,0.015,1351770000000.0,B,E,A,Hol
24784,2015-07-01,BEAHol,7.5907762,107.7,0.015,1351770000000.0,B,E,A,Hol
24785,2015-08-01,BEAHol,0.0,107.7,0.015,1351770000000.0,B,E,A,Hol
24786,2015-09-01,BEAHol,10.4186715,107.7,0.015,1351770000000.0,B,E,A,Hol
24787,2015-10-01,BEAHol,2.3677064,107.7,0.015,1351770000000.0,B,E,A,Hol
24788,2015-11-01,BEAHol,17.6519336,107.7,0.015,1351770000000.0,B,E,A,Hol
24789,2015-12-01,BEAHol,4.9512658,107.7,0.015,1351770000000.0,B,E,A,Hol
24790,2016-01-01,BEAHol,16.1263996,109.1,0.013,1207580000000.0,B,E,A,Hol
24791,2016-02-01,BEAHol,3.7242682,109.1,0.013,1207580000000.0,B,E,A,Hol
24792,2016-03-01,BEAHol,7.2886657,109.1,0.013,1207580000000.0,B,E,A,Hol
24793,2016-04-01,BEAHol,23.4007764,109.1,0.013,1207580000000.0,B,E,A,Hol
24794,2016-05-01,BEAHol,0.0,109.1,0.013,1207580000000.0,B,E,A,Hol
24795,2016-06-01,BEAHol,5.0536697,109.1,0.013,1207580000000.0,B,E,A,Hol
24796,2016-07-01,BEAHol,14.8244669,109.1,0.013,1207580000000.0,B,E,A,Hol
24797,2016-08-01,BEAHol,2.7337868,109.1,0.013,1207580000000.0,B,E,A,Hol
24798,2016-09-01,BEAHol,3.2449779,109.1,0.013,1207580000000.0,B,E,A,Hol
24799,2016-10-01,BEAHol,3.1177723,109.1,0.013,1207580000000.0,B,E,A,Hol
24800,2016-11-01,BEAHol,16.6512732,109.1,0.013,1207580000000.0,B,E,A,Hol
24801,2016-12-01,BEAHol,12.5067498,109.1,0.013,1207580000000.0,B,E,A,Hol
24802,1998-01-01,BEAVis,18.5125605,67.4,0.009,399674000000.0,B,E,A,Vis
24803,1998-02-01,BEAVis,6.0839842,67.4,0.009,399674000000.0,B,E,A,Vis
24804,1998-03-01,BEAVis,18.1698517,67.4,0.009,399674000000.0,B,E,A,Vis
24805,1998-04-01,BEAVis,15.4501481,67.4,0.009,399674000000.0,B,E,A,Vis
24806,1998-05-01,BEAVis,25.5405373,67.4,0.009,399674000000.0,B,E,A,Vis
24807,1998-06-01,BEAVis,32.7491412,67.4,0.009,399674000000.0,B,E,A,Vis
24808,1998-07-01,BEAVis,15.9097664,67.4,0.009,399674000000.0,B,E,A,Vis
24809,1998-08-01,BEAVis,26.7935686,67.4,0.009,399674000000.0,B,E,A,Vis
24810,1998-09-01,BEAVis,1.6878786,67.4,0.009,399674000000.0,B,E,A,Vis
24811,1998-10-01,BEAVis,6.6578877,67.4,0.009,399674000000.0,B,E,A,Vis
24812,1998-11-01,BEAVis,20.1681213,67.4,0.009,399674000000.0,B,E,A,Vis
24813,1998-12-01,BEAVis,36.1637353,67.4,0.009,399674000000.0,B,E,A,Vis
24814,1999-01-01,BEAVis,19.9107945,68.4,0.015,389652000000.0,B,E,A,Vis
24815,1999-02-01,BEAVis,14.1224864,68.4,0.015,389652000000.0,B,E,A,Vis
24816,1999-03-01,BEAVis,0.0,68.4,0.015,389652000000.0,B,E,A,Vis
24817,1999-04-01,BEAVis,21.5180894,68.4,0.015,389652000000.0,B,E,A,Vis
24818,1999-05-01,BEAVis,5.3333742,68.4,0.015,389652000000.0,B,E,A,Vis
24819,1999-06-01,BEAVis,1.7512508,68.4,0.015,389652000000.0,B,E,A,Vis
24820,1999-07-01,BEAVis,9.1245968,68.4,0.015,389652000000.0,B,E,A,Vis
24821,1999-08-01,BEAVis,16.081573,68.4,0.015,389652000000.0,B,E,A,Vis
24822,1999-09-01,BEAVis,32.8629289,68.4,0.015,389652000000.0,B,E,A,Vis
24823,1999-10-01,BEAVis,6.33621,68.4,0.015,389652000000.0,B,E,A,Vis
24824,1999-11-01,BEAVis,6.6473361,68.4,0.015,389652000000.0,B,E,A,Vis
24825,1999-12-01,BEAVis,5.4669956,68.4,0.015,389652000000.0,B,E,A,Vis
24826,2000-01-01,BEAVis,7.3250786,71.5,0.045,416168000000.0,B,E,A,Vis
24827,2000-02-01,BEAVis,12.305625,71.5,0.045,416168000000.0,B,E,A,Vis
24828,2000-03-01,BEAVis,26.3045186,71.5,0.045,416168000000.0,B,E,A,Vis
24829,2000-04-01,BEAVis,0.0,71.5,0.045,416168000000.0,B,E,A,Vis
24830,2000-05-01,BEAVis,9.0158487,71.5,0.045,416168000000.0,B,E,A,Vis
24831,2000-06-01,BEAVis,24.5490555,71.5,0.045,416168000000.0,B,E,A,Vis
24832,2000-07-01,BEAVis,3.7105266,71.5,0.045,416168000000.0,B,E,A,Vis
24833,2000-08-01,BEAVis,30.9995477,71.5,0.045,416168000000.0,B,E,A,Vis
24834,2000-09-01,BEAVis,5.0523576,71.5,0.045,416168000000.0,B,E,A,Vis
24835,2000-10-01,BEAVis,11.702431,71.5,0.045,416168000000.0,B,E,A,Vis
24836,2000-11-01,BEAVis,11.8880146,71.5,0.045,416168000000.0,B,E,A,Vis
24837,2000-12-01,BEAVis,8.6487942,71.5,0.045,416168000000.0,B,E,A,Vis
24838,2001-01-01,BEAVis,9.3958018,74.6,0.044,379629000000.0,B,E,A,Vis
24839,2001-02-01,BEAVis,11.617347,74.6,0.044,379629000000.0,B,E,A,Vis
24840,2001-03-01,BEAVis,7.1761874,74.6,0.044,379629000000.0,B,E,A,Vis
24841,2001-04-01,BEAVis,8.6901314,74.6,0.044,379629000000.0,B,E,A,Vis
24842,2001-05-01,BEAVis,41.0359192,74.6,0.044,379629000000.0,B,E,A,Vis
24843,2001-06-01,BEAVis,18.1247105,74.6,0.044,379629000000.0,B,E,A,Vis
24844,2001-07-01,BEAVis,0.0,74.6,0.044,379629000000.0,B,E,A,Vis
24845,2001-08-01,BEAVis,0.0,74.6,0.044,379629000000.0,B,E,A,Vis
24846,2001-09-01,BEAVis,3.8616677,74.6,0.044,379629000000.0,B,E,A,Vis
24847,2001-10-01,BEAVis,11.9691461,74.6,0.044,379629000000.0,B,E,A,Vis
24848,2001-11-01,BEAVis,8.7058725,74.6,0.044,379629000000.0,B,E,A,Vis
24849,2001-12-01,BEAVis,16.3674184,74.6,0.044,379629000000.0,B,E,A,Vis
24850,2002-01-01,BEAVis,49.2845761,76.9,0.03,395789000000.0,B,E,A,Vis
24851,2002-02-01,BEAVis,8.2290813,76.9,0.03,395789000000.0,B,E,A,Vis
24852,2002-03-01,BEAVis,10.5497929,76.9,0.03,395789000000.0,B,E,A,Vis
24853,2002-04-01,BEAVis,0.0,76.9,0.03,395789000000.0,B,E,A,Vis
24854,2002-05-01,BEAVis,0.0,76.9,0.03,395789000000.0,B,E,A,Vis
24855,2002-06-01,BEAVis,8.1207316,76.9,0.03,395789000000.0,B,E,A,Vis
24856,2002-07-01,BEAVis,19.3849894,76.9,0.03,395789000000.0,B,E,A,Vis
24857,2002-08-01,BEAVis,2.3360628,76.9,0.03,395789000000.0,B,E,A,Vis
24858,2002-09-01,BEAVis,9.5535781,76.9,0.03,395789000000.0,B,E,A,Vis
24859,2002-10-01,BEAVis,18.9313564,76.9,0.03,395789000000.0,B,E,A,Vis
24860,2002-11-01,BEAVis,7.3929839,76.9,0.03,395789000000.0,B,E,A,Vis
24861,2002-12-01,BEAVis,65.0871028,76.9,0.03,395789000000.0,B,E,A,Vis
24862,2003-01-01,BEAVis,45.0514918,78.9,0.027,467739000000.0,B,E,A,Vis
24863,2003-02-01,BEAVis,12.9358848,78.9,0.027,467739000000.0,B,E,A,Vis
